public_reference,price_euro,engine_size,engine_size_cc,fuel_type,transmission,mileage_km,colour,make,model,registration_year,sale_city,sale_county,seller_type,nct,tax,seats,doors,body_type,owners,condition,registration
202208279188667,18995,1.4,1400,Petrol,Automatic,61153,Grey,Abarth,500,2016,Dublin 13,Dublin,Trade,2024-10-01,,4,2,Hatchback,,Used,161D61982
202209099592611,22950,1.4,1400,Petrol,Manual,45646,Black,Abarth,595,2018,Finglas,Dublin,Trade,,,,3,Hatchback,1,Used,MXZ2388
202210050447714,18994,1.4,1400,Petrol,Manual,84649,Grey,Abarth,595,2017,Dublin 20,Dublin,Trade,,,,3,Hatchback,2,Used,171D96987
202207057489010,13995,1.5,1490,Petrol,Manual,32500,Black,Alfa Romeo,33,1991,Dublin 22,Dublin,Trade,2022-06-30,€56 (Vintage & Veteran),5,5,Hatchback,1,Used,J221LLD
202209280188538,79950,1.7,1742,Petrol,Automatic,45999,Red,Alfa Romeo,4C,2014,Dublin 8,Dublin,Trade,2022-02-28,€600 (Band D),2,2,Coupe,2,Used,142D27311
202210100598365,75950,2.0,2000,Petrol,Automatic,0,Gold,Alfa Romeo,Giulia,2023,Cork City,Cork,Trade,,,,4,Saloon,,Used,223CVELOCECORK
202210220976072,72950,2.0,2000,Petrol,Automatic,0,Red,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222CVELOCE-RED
202210220976070,72950,2.0,2000,Petrol,Automatic,0,Blue,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222C-VELOCEMISANOBLUE
202210220983685,70350,2.0,2000,Petrol,Automatic,0,Red,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222-C-GIULIAVELOCE
202210220983684,70350,2.0,2000,Petrol,Automatic,0,Blue,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,,Saloon,,Used,222-C-GIULIA-VELOCEBLUE
202208279188667,18995,1.4,1400,Petrol,Automatic,61153,Grey,Abarth,500,2016,Dublin 13,Dublin,Trade,2024-10-01,,4,2,Hatchback,,Used,161D61982
202209099592611,22950,1.4,1400,Petrol,Manual,45646,Black,Abarth,595,2018,Finglas,Dublin,Trade,,,,3,Hatchback,1,Used,MXZ2388
202210050447714,18994,1.4,1400,Petrol,Manual,84649,Grey,Abarth,595,2017,Dublin 20,Dublin,Trade,,,,3,Hatchback,2,Used,171D96987
202207057489010,13995,1.5,1490,Petrol,Manual,32500,Black,Alfa Romeo,33,1991,Dublin 22,Dublin,Trade,2022-06-30,€56 (Vintage & Veteran),5,5,Hatchback,1,Used,J221LLD
202209280188538,79950,1.7,1742,Petrol,Automatic,45999,Red,Alfa Romeo,4C,2014,Dublin 8,Dublin,Trade,2022-02-28,€600 (Band D),2,2,Coupe,2,Used,142D27311
202210100598365,75950,2.0,2000,Petrol,Automatic,0,Gold,Alfa Romeo,Giulia,2023,Cork City,Cork,Trade,,,,4,Saloon,,Used,223CVELOCECORK
202210220976072,72950,2.0,2000,Petrol,Automatic,0,Red,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222CVELOCE-RED
202210220976070,72950,2.0,2000,Petrol,Automatic,0,Blue,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222C-VELOCEMISANOBLUE
202210220983685,70350,2.0,2000,Petrol,Automatic,0,Red,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222-C-GIULIAVELOCE
202210220983684,70350,2.0,2000,Petrol,Automatic,0,Blue,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,,Saloon,,Used,222-C-GIULIA-VELOCEBLUE
202206076550711,68750,2.0,2000,Petrol,Automatic,0,Blue,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222CGIULIA
202108136211640,68750,2.0,2000,Petrol,Automatic,0,Red,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222-C-05
202108126143797,68750,2.0,2000,Petrol,Automatic,0,Grey,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222CGIULIA
202007101089602,66999,2.0,2000,Petrol,Automatic,0,Blue,Alfa Romeo,Giulia,2022,Dublin 15,Dublin,Trade,2026-07-31,,5,5,Saloon,,Used,222D444
202107124941284,60945,2.0,2000,Petrol,Automatic,0,Red,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222SPRINT
202008072224814,60945,2.0,2000,Petrol,Automatic,0,Grey,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222C00159
202210050447807,59950,2.2,2200,Diesel,Automatic,0,,Alfa Romeo,Giulia,2022,Waterford City,Waterford,Trade,,,,4,Unlisted,,Used,222
202210120649503,57950,2.0,2000,Petrol,Automatic,10000,Blue,Alfa Romeo,Giulia,2022,Waterford City,Waterford,Trade,2026-07-01,,,4,Saloon,1,Used,222D7540
202208249094025,56999,2.2,2200,Diesel,Automatic,0,Grey,Alfa Romeo,Giulia,2022,Dublin 15,Dublin,Trade,,,5,4,Saloon,,Used,222GILSPR
202210220976073,56950,2.2,2200,Diesel,Automatic,0,,Alfa Romeo,Giulia,2022,Cork City,Cork,Trade,,,,4,Saloon,,Used,222CGIULIA-ANODISEDBLUE
202207047454786,29950,2.2,2200,Diesel,Automatic,138109,Blue,Alfa Romeo,Giulia,2019,Carlow,Carlow,Trade,,,4,4,Saloon,1,Used,191REG
202206247110465,31000,2.1,2100,Diesel,Automatic,65000,Blue,Alfa-Romeo,Giulia,2018,Dublin 15,Dublin,Trade,,,5,4,Saloon,1,Used,182D16084
202208269168756,31950,2.1,2100,Diesel,Automatic,75827,Silver,Alfa Romeo,Giulia,2018,Co. Meath,Meath,Trade,2022-03-01,,5,4,Saloon,1,Used,181KE4760
202207087589036,29995,2.1,2143,Diesel,Automatic,128382,White,Alfa Romeo,Giulia,2018,Dublin 22,Dublin,Trade,2024-10-01,€190 (Band A3),5,4,Saloon,1,Used,BG18TXM
202208198931227,28900,2.2,2200,Diesel,Automatic,64391,Blue,ALFA ROMEO,GIULIA,2018,Dublin 22,Dublin,Trade,2024-02-01,,5,4,Saloon,1,Used,181WW2637
202209089558040,25750,2.1,2143,Diesel,Automatic,155000,Grey,Alfa Romeo,Giulia,2017,Blanchardstown,Dublin,Trade,2021-08-31,€190 (Band A3),5,4,Saloon,1,Used,172D15510
202206307307902,22998,2.1,2143,Diesel,Automatic,217371,Black,Alfa Romeo,Giulia,2017,Dublin 8,Dublin,Trade,,€190 (Band A3),5,4,Saloon,1,Used,YT67HCU
202209159780320,26999,2.1,2143,Diesel,Automatic,60000,Black,Alfa Romeo,Giulia,2017,Dublin 15,Dublin,Trade,2023-03-31,€190 (Band A3),5,4,Saloon,1,Used,171G3232
202207268144306,22995,1.4,1400,Petrol,Manual,8000,White,Alfa Romeo,Giulietta,2020,Tallaght,Dublin,Trade,2024-07-01,,5,5,Hatchback,,Used,202D3659
202110268908672,29999,2.0,1956,Diesel,Automatic,23979,Black,Alfa Romeo,Giulietta,2019,Dublin 8,Dublin,Trade,,€270 (Band B1),5,5,Hatchback,1,Used,YP69UMV
202108256619197,16995,1.6,1598,Diesel,Manual,140666,Black,Alfa Romeo,Giulietta,2018,Dublin 22,Dublin,Trade,2024-10-01,€190 (Band A3),4,5,Hatchback,1,Used,DA18EBO
202210140741588,22950,1.7,1700,Petrol,Automatic,39267,Black,Alfa Romeo,Giulietta,2017,Lucan,Dublin,Trade,2023-10-01,,5,5,Hatchback,2,Used,172D24424
202207177871636,9450,1.4,1400,Petrol,Manual,164149,Black,Alfa Romeo,Giulietta,2013,Galway,Galway,Trade,2024-10-01,,5,5,Hatchback,2,Used,PFZ1887
202209179856278,8999,1.6,1598,Diesel,Manual,112000,Black,Alfa Romeo,Giulietta,2012,Dublin 15,Dublin,Trade,2022-05-31,€200 (Band A4),5,5,Hatchback,2,Used,12D8263
202105182774593,8995,1.4,1368,Petrol,Manual,154158,Grey,Alfa Romeo,Giulietta,2012,Dublin 22,Dublin,Trade,2024-01-31,€400 (Band C),5,5,Hatchback,3,Used,12D19379
202210190878687,12900,0.9,900,Petrol,Manual,47090,Black,Alfa Romeo,MiTo,2016,Little Island,Cork,Trade,2023-03-01,,4,,Hatchback,1,Used,161D62048
202209220011694,10995,0.9,875,Petrol,Manual,98439,Black,Alfa Romeo,MiTo,2015,Dublin 22,Dublin,Trade,2024-09-30,€180 (Band A2),4,3,Hatchback,2,Used,152KE3313
202210030373359,8900,1.2,1200,Diesel,Manual,114772,Black,Alfa Romeo,MiTo,2014,Castletroy,Limerick,Trade,2024-05-01,,4,3,Hatchback,1,Used,141L3425
202208068538226,6285,2.0,1970,Petrol,Manual,214843,Red,Alfa Romeo,Spider,2001,Dublin 22,Dublin,Trade,2023-03-31,"€710 (1,901 - 2,000cc)",2,2,Convertible,7,Used,01D37380
202209270151064,24950,1.6,1556,Petrol,Manual,77325,White,Alfa Romeo,Spider,1989,Dublin 11,Dublin,Trade,2024-07-31,"€514 (1,501 - 1,600cc)",2,2,Convertible,1,Used,89D120248
202205125632484,79999,2.0,2000,Petrol,Automatic,0,Black,Alfa Romeo,Stelvio,2022,Dublin 15,Dublin,Trade,2026-06-30,,5,5,MPV,,Used,222DSTEL
202205165752414,79732,2.0,2000,Petrol,Automatic,0,White,Alfa Romeo,Stelvio,2022,Cork City,Cork,Trade,,,,5,SUV,,Used,222CVELOCETI
202210050435013,77595,2.2,2200,Diesel,Automatic,0,Blue,Alfa Romeo,Stelvio,2022,Cork City,Cork,Trade,,,,5,SUV,,Used,222C-STELVIOVELOCE
202111109433001,73995,2.2,2200,Diesel,Automatic,0,Red,Alfa Romeo,Stelvio,2022,Cork City,Cork,Trade,,,,5,SUV,,Used,222-C-04
202109297928129,67995,2.2,2200,Diesel,Automatic,0,White,Alfa Romeo,Stelvio,2022,Cork City,Cork,Trade,,,,5,SUV,,Used,222-C-06
202210070508017,56950,2.0,2000,Petrol,Automatic,28500,Grey,Alfa Romeo,Stelvio,2021,Cork City,Cork,Trade,2025-12-01,,5,5,SUV,1,Used,212D25370
202210010304311,42999,2.0,2000,Petrol,Automatic,29000,Black,Alfa Romeo,Stelvio,2021,Dublin 15,Dublin,Trade,2025-10-31,,5,5,SUV,1,Used,ALSTELSPR
202204275103500,37950,2.1,2100,Diesel,Automatic,67143,Black,Alfa Romeo,Stelvio,2018,"Goatstown, Dublin 14",Dublin,Trade,2022-09-01,,5,,Estate,2,Used,182D24113
202203103408997,38995,2.1,2143,Diesel,Automatic,58739,Blue,Alfa Romeo,Stelvio,2018,Stillorgan,Dublin,Trade,,€270 (Band B1),,5,Estate,1,Used,IGZ7355
202107145011632,54950,5.9,5935,Petrol,Automatic,94146,Silver,Aston Martin,DB9,2006,Dublin 11,Dublin,Trade,2020-01-31,,4,2,Convertible,6,Used,06G11213
202210010313775,134995,5.9,5900,Petrol,Automatic,53107,Silver,Aston Martin,DBS,2009,Dublin 13,Dublin,Trade,2023-08-01,,2,2,Coupe,3,Used,09D13991
202206186926687,99995,5.9,5900,Petrol,Automatic,43451,Black,Aston Martin,Vanquish,2003,Dublin 13,Dublin,Trade,2023-03-01,,4,2,Coupe,2,Used,03D121385
202210020322992,169995,4.0,4000,Petrol,Automatic,30577,Silver,Aston Martin,Vantage,2018,Dublin 13,Dublin,Trade,2024-07-01,,2,2,Hatchback,2,Used,182D23571
202210070507646,39654,1.0,1000,Petrol,Manual,10,Multicolour,Audi,A1,2023,Ballina,Mayo,Trade,,,,5,Hatchback,,Used,231#520407
202210070507753,38840,1.0,1000,Petrol,Automatic,23,White,Audi,A1,2023,Waterford,Waterford,Trade,,,,5,Hatchback,,Used,231X522319
202209300263478,35768,1.0,1000,Petrol,Manual,15,Yellow,Audi,A1,2023,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,231#522782
202210070507647,35576,1.0,1000,Petrol,Automatic,10,Multicolour,Audi,A1,2023,Ballina,Mayo,Trade,,,,5,Hatchback,,Used,231#523223
202210190868955,35481,1.0,1000,Petrol,Manual,0,Red,Audi,A1,2023,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,231#521816
202210120649308,35288,1.0,1000,Petrol,Manual,0,Grey,Audi,A1,2023,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,231#522233
202210150752820,35265,1.0,1000,Petrol,Automatic,0,Blue,Audi,A1,2023,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,231#523548
202209270156415,35165,1.0,1000,Petrol,Manual,100,Grey,Audi,A1,2023,Athlone,Westmeath,Trade,,,,5,Hatchback,,Used,231M
202209089567782,32758,1.0,1000,Petrol,Manual,20,White,Audi,A1,2023,Sligo,Sligo,Trade,,,,,Hatchback,,Used,231#520389
202209089567780,32758,1.0,1000,Petrol,Manual,20,Black,Audi,A1,2023,Sligo,Sligo,Trade,,,,4,Hatchback,,Used,231#520403
202201191521199,32450,1.0,1000,Petrol,Manual,22,White,Audi,A1,2023,Waterford,Waterford,Trade,,,,5,Hatchback,,Used,231X522328
202208259134938,31659,1.0,1000,Petrol,Manual,0,White,Audi,A1,2023,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,231#521822
202209220002386,39675,1.0,1000,Petrol,Manual,11,Grey,Audi,A1,2022,Wexford Town,Wexford,Trade,,,,,Hatchback,,Used,222D101
202209290220826,39658,1.0,1000,Petrol,Manual,0,Black,Audi,A1,2022,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,222#520402
202109307957363,39654,1.0,1000,Petrol,Manual,100,White,Audi,A1,2022,Athlone,Westmeath,Trade,,,,5,Hatchback,,Used,222E
202203043194026,39304,1.0,1000,Petrol,Manual,16,Grey,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D334455
202206096624647,39303,1.0,1000,Petrol,Manual,0,White,Audi,A1,2022,Bishopstown,Cork,Trade,,,,5,Hatchback,,Used,222C517444
202206096612524,39303,1.0,1000,Petrol,Manual,0,Grey,Audi,A1,2022,Bishopstown,Cork,Trade,,,,5,Hatchback,,Used,222C517453
202209099615304,37995,1.0,1000,Petrol,Manual,500,White,Audi,A1,2022,Bishopstown,Cork,Trade,2026-07-01,,,4,Hatchback,1,Used,222C2960
202207278203822,37236,1.0,1000,Petrol,Manual,15,White,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,,Used,222D5566778
202210040392425,36950,1.0,1000,Petrol,Manual,22,Red,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,1,Used,222D18667
202210040392424,36950,1.0,1000,Petrol,Manual,21,Black,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,1,Used,222D18669
202202072257869,36312,1.0,1000,Petrol,Manual,16,Grey,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D999999
202206146774658,36306,1.0,1000,Petrol,Manual,15,Grey,Audi,A1,2022,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,222#521185
202206156830938,35434,1.0,1000,Petrol,Manual,15,White,Audi,A1,2022,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,222#521184
202208269159418,34999,1.0,1000,Petrol,Manual,1501,Grey,Audi,A1,2022,Dublin 18,Dublin,Trade,2026-07-01,,,4,Hatchback,1,Used,222D10278
202210040392428,34500,1.0,1000,Petrol,Manual,22,White,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,1,Used,222D18670
202207268155251,34333,1.0,1000,Petrol,Manual,16,Grey,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,,Used,222D8888
202208038429364,34250,1.0,1000,Petrol,Manual,200,Black,Audi,A1,2022,Sligo,Sligo,Trade,,,,5,Hatchback,1,Used,222D14909
202111059269474,33489,1.0,1000,Petrol,Manual,16,White,Audi,A1,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D44556677
202209290248771,31094,1.0,1000,Petrol,Manual,150,Black,Audi,A1,2022,Drogheda,Louth,Trade,,,,5,Hatchback,1,Used,222D17972
202210130685065,30500,1.0,1000,Petrol,Manual,0,Black,Audi,A1,2022,Limerick,Limerick,Trade,,,,4,Hatchback,1,Used,222D17974
202210130685063,30500,1.0,1000,Petrol,Manual,0,Black,Audi,A1,2022,Limerick,Limerick,Trade,,,,4,Hatchback,1,Used,222D17975
202209260131882,30500,1.0,1000,Petrol,Manual,0,Black,Audi,A1,2022,Dublin 11,Dublin,Trade,,,,,Hatchback,1,Used,222D17973
202210030357797,29950,1.0,1000,Petrol,Manual,16538,White,Audi,A1,2022,Waterford,Waterford,Trade,2026-05-01,,,4,Hatchback,1,Used,221D29313
202205035292037,29000,1.0,1000,Petrol,Manual,5000,Blue,Audi,A1,2022,Dublin 11,Dublin,Trade,,,,4,Hatchback,1,Used,221D26879
202210040408714,27900,1.0,1000,Petrol,Manual,25000,Grey,Audi,A1,2022,Waterford Road,Kilkenny,Trade,2026-02-01,,,4,Hatchback,1,Used,221D15572
202205095514414,31450,1.0,1000,Petrol,Manual,11337,Black,Audi,A1,2021,Letterkenny,Donegal,Trade,2025-07-01,,5,4,Hatchback,1,Used,212D11418
202208138755325,31450,1.0,1000,Petrol,Manual,7234,White,Audi,A1,2021,Letterkenny,Donegal,Trade,2025-08-01,,,4,Hatchback,1,Used,212D15199
202207127696703,30950,1.0,1000,Petrol,Manual,17850,Grey,Audi,A1,2021,Naas,Kildare,Trade,2025-07-01,,5,5,Hatchback,1,Used,212KE498
202209270169108,29999,1.0,1000,Petrol,Manual,25000,White,Audi,A1,2021,Dublin 18,Dublin,Trade,2025-07-01,,5,4,Hatchback,1,Used,212D6990
202208239043967,29950,1.0,1000,Petrol,Manual,15000,Grey,Audi,A1,2021,Drogheda,Louth,Trade,2025-08-01,,,4,Hatchback,1,Used,212D17413
202110188621046,27750,1.0,1000,Petrol,Manual,16750,Red,Audi,A1,2021,Dublin 11,Dublin,Trade,,,,4,Hatchback,1,Used,212D20624
202210140720837,29900,1.0,1000,Petrol,Manual,12355,Grey,Audi,A1,2021,Limerick,Limerick,Trade,2025-01-01,,5,4,Hatchback,1,Used,211D7513
202208058503392,29500,1.0,1000,Petrol,Manual,15063,Red,Audi,A1,2021,Dublin 11,Dublin,Trade,2025-05-01,,5,4,Hatchback,2,Used,211D32345
202209159782810,28675,1.0,1000,Petrol,Manual,15023,White,Audi,A1,2021,Wexford Town,Wexford,Trade,2025-04-01,,5,5,Hatchback,2,Used,211D26628
202208128736048,27295,1.0,1000,Petrol,Manual,71000,Black,Audi,A1,2020,Liffey Valley,Dublin,Trade,2024-05-01,,5,4,Hatchback,1,Used,201D26400
202209149768208,27000,1.0,1000,Petrol,Manual,27023,White,Audi,A1,2020,Dublin 11,Dublin,Trade,2024-05-01,,5,4,Hatchback,1,Used,201D26476
202209059466621,25950,1.0,1000,Petrol,Manual,24562,White,Audi,A1,2020,"Wicklow Town,",Wicklow,Trade,2024-01-01,,5,4,Hatchback,1,Used,201WX656
202209159782811,27995,1.0,1000,Petrol,Manual,16308,Red,Audi,A1,2019,Dublin 11,Dublin,Trade,2023-08-01,,5,6,Hatchback,1,Used,192D15449
202206277215702,26950,1.0,1000,Petrol,Manual,33035,Red,Audi,A1,2019,Athlone,Westmeath,Trade,2023-09-01,,5,5,Hatchback,2,Used,192D20731
202207127696602,25995,1.0,1000,Petrol,Manual,42000,Red,Audi,A1,2019,Swords,Dublin,Trade,2023-08-01,,5,5,Hatchback,1,Used,192D17462
202210070508123,25000,1.0,1000,Petrol,Manual,45015,Grey,Audi,A1,2019,Dublin 11,Dublin,Trade,2023-08-01,,5,4,Hatchback,2,Used,192D18190
202209209926477,24999,1.0,1000,Petrol,Manual,26260,White,Audi,A1,2019,Dublin 18,Dublin,Trade,2023-07-01,,5,4,Hatchback,1,Used,192D11859
202209099615263,26995,1.0,1000,Petrol,Manual,27500,Red,Audi,A1,2019,Liffey Valley,Dublin,Trade,2023-03-01,,5,6,Hatchback,1,Used,191D25544
202207127706740,26950,1.0,1000,Petrol,Manual,39640,White,Audi,A1,2019,Athlone,Westmeath,Trade,2023-05-01,,5,5,Hatchback,2,Used,191D38957
202210030347020,24999,1.0,1000,Petrol,Manual,27532,Blue,Audi,A1,2019,Dublin 18,Dublin,Trade,2023-01-01,,5,4,Hatchback,1,Used,191D9647
202207107650612,24995,1.0,1000,Petrol,Manual,68110,Black,Audi,A1,2019,Bishopstown,Cork,Trade,2023-03-01,,5,4,Hatchback,1,Used,191L2443
202209059466840,24900,1.0,1000,Petrol,Manual,31643,Blue,Audi,A1,2019,Cork,Cork,Trade,2023-06-01,,5,5,Hatchback,1,Used,191C12281
202206036445646,23950,1.0,1000,Petrol,Manual,22985,White,Audi,A1,2019,Sligo,Sligo,Trade,2023-03-01,,5,4,Hatchback,2,Used,191D28678
202207228035928,23450,1.0,999,Petrol,Manual,14151,Multicolour,AUDI,A1,2018,Cork,Cork,Trade,2022-07-01,,5,5,Hatchback,1,Used,182C2031
202207207964818,21950,1.0,1000,Petrol,Manual,41708,Blue,Audi,A1,2018,Naas,Kildare,Trade,2022-07-01,,5,5,Hatchback,1,Used,182KE544
202208168848659,22750,1.0,1000,Petrol,Manual,42767,White,Audi,A1,2018,Dublin 11,Dublin,Trade,2022-02-01,,4,2,Hatchback,1,Used,181D23071
202210100598417,21999,1.0,1000,Petrol,Manual,63000,White,Audi,A1,2018,Dublin 18,Dublin,Trade,2022-01-01,,5,4,Hatchback,3,Used,181D813
202210210958211,21345,1.4,1400,Petrol,Manual,7404,Grey,Audi,A1,2018,Co. Dublin,Dublin,Trade,2024-02-01,,5,4,Hatchback,1,Used,181D21503
202205035292026,20950,1.0,1000,Petrol,Manual,109100,White,Audi,A1,2018,Naas,Kildare,Trade,2024-01-01,,4,2,Hatchback,2,Used,181D5900
202204305203440,19950,1.6,1600,Diesel,Manual,94951,Blue,Audi,A1,2018,Clonmel,Tipperary,Trade,,,,5,Hatchback,1,Used,WK67WWB
202208229030228,22500,1.4,1400,Diesel,Manual,35110,Red,Audi,A1,2017,Dublin 20,Dublin,Trade,2023-10-01,,5,4,Hatchback,1,Used,172KE1921
202209260117108,20950,1.0,1000,Petrol,Automatic,90319,White,Audi,A1,2017,Swords,Dublin,Trade,2024-10-01,,5,5,Hatchback,1,Used,172Q94100
202206176898766,20950,1.0,1000,Petrol,Automatic,65567,,Audi,A1,2017,Swords,Dublin,Trade,2024-06-01,,5,5,Hatchback,1,Used,172Q2234
202210170809543,19999,1.4,1400,Petrol,Manual,48000,Grey,Audi,A1,2017,Dublin 18,Dublin,Trade,2023-08-01,,5,4,Hatchback,2,Used,172D16928
202210030347024,18999,1.0,1000,Petrol,Manual,64001,Black,Audi,A1,2017,Dublin 18,Dublin,Trade,2023-10-01,,4,2,Hatchback,2,Used,172D21145
202210190878737,18950,1.0,1000,Petrol,Manual,99500,White,Audi,A1,2017,Lucan,Dublin,Trade,2023-09-01,,5,4,Hatchback,3,Used,172D19917
202210210949867,20900,1.0,999,Petrol,Manual,4572,White,Audi,A1,2017,Dunshaughlin,Meath,Trade,2023-01-31,€180 (Band A2),5,5,Hatchback,2,Used,171D12992
202208128733672,19950,1.0,1000,Petrol,Automatic,93000,Red,AUDI,A1,2017,Dublin 15,Dublin,Trade,,,5,5,Hatchback,1,Used,CI-ZEIKKX
202204275077159,18995,1.6,1600,Diesel,Manual,63091,Blue,Audi,A1,2017,Dublin 24,Dublin,Trade,2023-05-01,,4,3,Hatchback,1,Used,171WX3740
202208128723873,18950,1.0,1000,Petrol,Manual,101696,Grey,Audi,A1,2017,Dublin 12,Dublin,Trade,2023-01-01,,5,5,Hatchback,3,Used,171D14172
202201241705597,18950,1.0,1000,Petrol,Manual,81493,White,Audi,A1,2017,Naas,Kildare,Trade,2023-06-01,,5,5,Hatchback,1,Used,171D49174
202209220001444,18950,1.0,1000,Petrol,Automatic,65999,Red,Audi,A1,2017,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,6353
202201191521475,18900,1.0,1000,Petrol,Manual,72177,Black,Audi,A1,2017,Bandon,Cork,Trade,2024-03-01,,5,5,Hatchback,1,Used,171C18033
202209179869631,17950,1.0,1000,Petrol,Manual,52000,Red,Audi,A1,2017,,Waterford,Private,2023-01-12,€180 (Band A2),5,5,Hatchback,1,Used,171W680
202209069481451,18945,1.0,1000,Petrol,Manual,74028,Red,Audi,A1,2016,Naas,Kildare,Trade,2022-11-01,,5,5,Hatchback,3,Used,162D13353
202209019326734,18900,1.0,999,Petrol,Manual,53887,Black,Audi,A1,2016,Dunshaughlin,Meath,Trade,2024-11-30,€180 (Band A2),5,5,Hatchback,2,Used,162D13444
202207097625733,17995,1.0,1000,Petrol,Automatic,62974,White,AUDI,A1 Sportback,2016,Dublin,Dublin,Trade,2024-07-01,,4,5,Hatchback,2,Used,162D35879
202209149765546,17950,1.0,1000,Petrol,Manual,116999,White,AUDI,A1,2016,Naas Road,Dublin,Trade,2022-11-01,,5,5,Hatchback,1,Used,162D9567
202208269157447,16950,1.0,1000,Petrol,Automatic,72000,Grey,Audi,A1,2016,Baldoyle,Dublin,Trade,2024-09-30,€200 (Band B1),4,5,Hatchback,1,Used,0162
202204024233162,16450,1.0,1000,Petrol,Manual,160466,Black,Audi,A1,2016,Co.Galway,Galway,Trade,2024-11-01,,5,4,Hatchback,2,Used,162D2653
202205276240934,15950,1.0,999,Petrol,Manual,90016,Black,AUDI,A1,2016,Cork,Cork,Trade,2022-10-01,,5,5,Hatchback,3,Used,162D2564
202208229029817,14950,1.6,1600,Diesel,Manual,173810,Blue,Audi,A1,2016,Athlone,Westmeath,Trade,2022-11-01,,5,5,Hatchback,1,Used,162RN158
202206136742548,20950,1.4,1400,Petrol,Automatic,97535,White,Audi,A1 Sportback,2016,Dublin 22,Dublin,Trade,,,5,5,Hatchback,1,Used,CIGZLOWI
202208259123621,18950,1.4,1400,Diesel,Manual,96984,Blue,Audi,A1,2016,Ballina,Mayo,Trade,2024-05-01,,5,4,Hatchback,3,Used,161DL1137
202207238066495,17900,1.0,1000,Petrol,Automatic,78469,Red,AUDI,A1,2016,Dublin 22,Dublin,Trade,2024-06-01,,5,5,Hatchback,1,Used,161D64822
202210190889443,16950,1.4,1400,Diesel,Manual,88000,Black,Audi,A1,2016,Athlone,Westmeath,Trade,2024-08-01,,5,5,Hatchback,2,Used,161D37771
202210140720442,16950,1.0,1000,Petrol,Automatic,79300,Red,Audi,A1,2016,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,6612
202210080535075,16750,1.0,999,Petrol,Manual,92000,Red,Audi,A1,2016,Sandyford,Dublin,Trade,2024-08-01,€180 (Band A2),5,5,Hatchback,3,Used,161D43629
202210030374908,17400,1.0,999,Petrol,Automatic,87776,White,Audi,A1,2015,Dublin 14,Dublin,Trade,2024-05-31,€190 (Band A3),1,3,Hatchback,1,Used,152D34115
202204064370437,15950,1.4,1400,Diesel,Manual,126124,Red,AUDI,A1,2015,Swords,Dublin,Trade,,,5,5,Hatchback,3,Used,152D16806
202207027393241,15950,1.6,1600,Diesel,Manual,92163,Silver,AUDI,A1,2015,Long Mile Road,Dublin,Trade,2023-11-01,,5,5,Hatchback,2,Used,152D7162
202208118702149,15450,1.6,1600,Diesel,Manual,135926,Grey,Audi,A1,2015,Ballymahon,Longford,Trade,,,,3,Hatchback,2,Used,YFZ9272
202210060471713,17250,1.2,1200,Petrol,Manual,99500,Black,Audi,A1,2015,Drogheda,Louth,Trade,2023-05-01,,4,4,Hatchback,4,Used,151KK503
