public_reference,price_euro,engine_size,engine_size_cc,fuel_type,transmission,mileage_km,colour,make,model,registration_year,sale_city,sale_county,seller_type,nct,tax,seats,doors,body_type,owners,condition,registration
202210070520848,36950,3.0,3000,Diesel,Automatic,239786,Grey,Audi,Q7,2015,,Kildare,Private,2022-05-01,"€330 (1,101 - 1,200cc)",5,4,SUV,3,Used,152D24177
202210190867746,39995,3.0,3000,Diesel,Automatic,99500,Grey,Audi,Q7,2015,Oranmore,Galway,Trade,2024-10-01,,7,4,Estate,3,Used,151D32502
202210100594061,39750,3.0,2967,Diesel,Automatic,159321,Black,Audi,Q7,2014,Wicklow,Wicklow,Trade,2022-05-31,€333 (Light Commercial),5,5,SUV,,Used,141D4664
202204194795002,39750,3.0,2967,Diesel,Automatic,149665,Black,Audi,Q7,2014,Wicklow,Wicklow,Trade,,€333 (Light Commercial),5,5,Unlisted,1,Used,141LH1803
202112020164985,31950,3.0,3000,Diesel,Automatic,160000,Grey,Audi,Q7,2014,Dublin 12,Dublin,Trade,2023-06-01,,7,5,SUV,2,Used,141D40265
202209149763102,32500,3.0,3000,Diesel,Automatic,63,White,Audi,Q7,2013,,Dublin,Private,2024-01-24,€790 (Band E),7,5,SUV,2,Used,132D17058
202209240071236,27950,3.0,3000,Diesel,Automatic,162499,Black,Audi,Q7,2013,Ballymount,Dublin,Trade,2023-06-01,,7,4,Estate,4,Used,131D9790
202108126155916,21950,3.0,3000,Diesel,Automatic,255718,Grey,Audi,Q7,2012,Rathangan,Kildare,Trade,2022-07-01,,7,5,SUV,5,Used,12W796
202208128734746,19950,3.0,3000,Diesel,Automatic,223363,Silver,Audi,Q7,2011,Dublin 24,Dublin,Trade,2023-03-01,,7,5,Estate,3,Used,11D16882
202206287231879,8950,3.0,2967,Diesel,Automatic,334734,Black,Audi,Q7,2008,Enniscorthy,Wexford,Trade,,,,5,MPV,3,Used,08SO1363
202209300288195,134687,3.0,3000,Diesel,Automatic,15,Black,Audi,Q8,2023,Sligo,Sligo,Trade,,,,5,SUV,,Used,231#522912
202209089567528,125900,3.0,3000,Diesel,Automatic,9654,Black,Audi,Q8,2022,Ballybrit,Galway,Trade,2026-07-01,,,4,Hatchback,1,Used,222D8308
202209039404467,124900,3.0,3000,Diesel,Automatic,14658,Blue,Audi,Q8,2022,Ballybrit,Galway,Trade,2026-01-01,,,4,Hatchback,1,Used,221D5444
202011105988394,109900,3.0,3000,Diesel,Automatic,42354,Blue,Audi,Q8,2021,Ballybrit,Galway,Trade,2025-07-01,,5,4,Hatchback,1,Used,212D6000
202204044298343,99750,3.0,2995,Petrol Hybrid,Automatic,14484,Blue,Audi,Q8,2021,Wicklow,Wicklow,Trade,,€333 (Light Commercial),5,5,Estate,,Used,MF71WGE
202210130703123,94715,3.0,3000,Petrol Plug-in Hybrid,Automatic,15691,White,Audi,Q8,2021,Naas,Kildare,Trade,2025-08-01,,5,5,SUV,2,Used,212D25821
202201061077622,114950,3.0,3000,Diesel,Automatic,34000,Blue,Audi,Q8,2021,Kilpedder,Wicklow,Trade,2025-02-01,,5,4,Hatchback,1,Used,211KE1554
202205236008662,105450,3.0,3000,Diesel,Automatic,29201,Blue,Audi,Q8,2021,Dublin 12,Dublin,Trade,2025-03-01,,5,4,Hatchback,1,Used,211LS885
202205125637076,77450,3.0,3000,Diesel,Automatic,49512,Silver,Audi,Q8,2019,Wexford Town,Wexford,Trade,2023-08-01,,5,4,Hatchback,2,Used,192D17890
202203043182156,84950,3.0,3000,Diesel,Automatic,104895,Blue,Audi,Q8,2019,Naas,Kildare,Trade,2023-01-01,,5,5,Hatchback,1,Used,191KE1164
202209250102575,82000,3.0,3000,Diesel,Automatic,55000,Black,Audi,Q8,2019,,Dublin,Private,2023-04-18,€790 (Band E),5,5,SUV,3,Used,191D35910
202202212801459,78995,3.0,3000,Diesel,Automatic,80241,Black,Audi,Q8,2019,Bishopstown,Cork,Trade,2023-01-01,,5,4,Hatchback,1,Used,191C4535
202210140729979,78900,3.0,3000,Diesel,Automatic,114751,Grey,Audi,Q8,2019,Ballina,Mayo,Trade,2023-01-01,,5,4,Hatchback,1,Used,191C1278
202208048462418,199995,5.2,5200,Petrol,Automatic,7564,Grey,Audi,R8,2021,Dublin 13,Dublin,Trade,2025-02-01,,2,2,Coupe,1,Used,211D12340
202108276723264,64950,4.2,4200,Petrol,Automatic,96560,Black,Audi,R8,2008,Ardrahan,Galway,Trade,,,2,2,Coupe,,Used,08D63979
202208098608313,59950,4.2,4200,Petrol,Automatic,64673,Black,Audi,R8,2008,Dublin 18,Dublin,Trade,2023-01-01,,2,2,Coupe,6,Used,08WW802
202210110622147,80950,2.5,2500,Petrol,Automatic,29839,Black,Audi,RS3,2020,Dublin,Dublin,Trade,,,,5,Hatchback,2,Used,MD69MUV
202210110636383,76950,2.5,2480,Petrol,Automatic,29500,Grey,Audi,RS3,2019,Dublin 18,Dublin,Trade,2023-08-31,"€1,250 (Band F)",5,5,Hatchback,1,Used,192D26404
202204124590249,47990,2.5,2500,Petrol,Automatic,66947,Grey,Audi,RS3,2016,Finglas,Dublin,Trade,2022-07-01,,5,5,Hatchback,4,Used,162T1735
202206227033709,48999,2.5,2500,Petrol,Automatic,74001,Black,Audi,RS3,2016,Dublin 18,Dublin,Trade,2022-05-01,,5,4,Hatchback,1,Used,161D223
202201251745006,46900,2.5,2500,Petrol,Automatic,75899,Red,AUDI,RS3,2016,Dublin 22,Dublin,Trade,2024-11-01,,5,5,Hatchback,1,Used,161D61004
202008122384164,149995,2.9,2900,Petrol,Automatic,6000,Grey,Audi,RS4,2022,Bishopstown,Cork,Trade,,,,5,Estate,,Used,221C9028
202209109628111,109950,2.9,2900,Petrol,Automatic,50773,Blue,Audi,RS4,2020,Dublin 18,Dublin,Trade,2024-05-01,,,4,Estate,2,Used,201D26554
202210070518375,54995,4.2,4163,Petrol,Manual,88000,Blue,Audi,RS4,2015,Dublin 4,Dublin,Trade,2023-05-31,"€2,400 (Band G)",5,5,Estate,2,Used,151C14058
202202122459611,168122,2.9,2900,Petrol,Automatic,0,Grey,Audi,RS5,2022,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,222#519757
202203113450179,119995,2.9,2900,Petrol,Automatic,7720,Black,Audi,RS5,2021,Bishopstown,Cork,Trade,,,,5,Hatchback,1,Used,YL21JJV
202207278203942,74950,2.9,2900,Petrol,Automatic,77102,Red,Audi,RS5,2018,Dublin 18,Dublin,Trade,2024-01-01,,4,2,Coupe,2,Used,181D7777
202201181487502,199821,4.0,4000,Petrol,Automatic,1,Grey,Audi,RS6,2022,Limerick,Limerick,Trade,,,,5,Estate,1,Used,222D518037
202209159805378,159950,4.0,4000,Petrol,Automatic,30500,Grey,Audi,RS6,2020,Dublin 18,Dublin,Trade,2024-05-01,,,4,Estate,2,Used,201D26027
202209079543097,99950,4.0,4000,Petrol,Automatic,83002,Grey,Audi,RS6,2018,Tralee,Kerry,Trade,2024-03-01,,4,4,Estate,1,Used,181C9581
202208319306270,87900,4.0,4000,Petrol,Automatic,62000,Grey,Audi,RS6,2016,Sandyford,Dublin,Trade,2022-10-01,,4,5,Estate,2,Used,162MH121
202209139731598,88950,4.0,4000,Petrol,Automatic,108393,Grey,Audi,RS6,2016,Ashbourne,Meath,Trade,2024-01-01,,,5,Estate,1,Used,161D55204
202209290234793,79995,4.0,3993,Petrol,Automatic,113889,Black,Audi,RS6,2014,Ranelagh,Dublin,Trade,,"€2,400 (Band G)",,5,Estate,2,Used,YF14ZXU
202208319296993,49999,5.0,4991,Petrol,Automatic,93339,Silver,Audi,RS6,2009,Dublin 8,Dublin,Trade,2023-01-31,"€2,400 (Band G)",5,4,Saloon,4,Used,09D129452
202208128718729,18950,4.2,4172,Petrol,Automatic,153872,Blue,Audi,RS6,2003,Dublin 11,Dublin,Trade,2023-03-01,"€1,809 (3,001 or more)",5,4,Saloon,3,Used,03W1000
202206277213103,25950,2.0,2000,Petrol,Manual,121581,Black,Audi,S1,2015,Dublin 22,Dublin,Trade,,,4,5,Hatchback,1,Used,CIRBGOAP
202210120671347,72400,2.0,2000,Petrol,Automatic,10,Grey,Audi,S3,2022,Naas,Kildare,Trade,,,,4,Saloon,,Used,
202209230051706,53999,2.0,2000,Petrol,Automatic,43644,Silver,Audi,S3,2020,Dublin 18,Dublin,Trade,2024-06-01,,5,4,Saloon,1,Used,202D1163
202112020166716,55995,2.0,2000,Petrol,Automatic,10978,Grey,Audi,S3,2020,Bishopstown,Cork,Trade,,,,5,Hatchback,2,Used,201CU69066
202201261788920,47950,2.0,2000,Petrol,Automatic,37798,Grey,Audi,S3,2019,Ballymount,Dublin,Trade,,€600 (Band D),4,5,Hatchback,,Used,192D26714
202202252953391,45995,2.0,2000,Petrol,Automatic,54268,Yellow,Audi,S3,2018,Bishopstown,Cork,Trade,2021-12-01,,5,4,Saloon,2,Used,181D33
202205185855611,43900,2.0,1984,Petrol,Automatic,47200,Grey,Audi,S3,2018,Rathgar,Dublin,Trade,2022-02-28,€400 (Band C),5,5,Hatchback,2,Used,181D17389
202209109641844,34000,2.0,2000,Petrol,Manual,21804,Blue,Audi,S3,2018,Rathcoole,Dublin,Trade,2022-01-01,,5,5,Hatchback,3,Used,181D83NG
202209280203620,44950,2.0,1984,Petrol,Automatic,97000,Blue,Audi,S3,2017,Dublin 24,Dublin,Trade,,€400 (Band C),5,4,Saloon,1,Used,171D53573
202205256098864,36950,2.0,2000,Petrol,Automatic,144837,Black,Audi,S3,2017,Ballymount,Dublin,Trade,,,4,4,Hatchback,,Used,171D59634
202209089565716,35950,2.0,2000,Petrol,Automatic,112999,Black,AUDI,S3,2017,Naas Road,Dublin,Trade,2024-09-01,,5,5,Hatchback,1,Used,087118
202206287258492,33900,2.0,1984,Petrol,Manual,74000,Black,Audi,S3,2016,Clonee,Dublin,Trade,2024-05-31,€600 (Band D),5,3,Hatchback,2,Used,161D53482
202207228052935,31950,2.0,1984,Petrol,Automatic,161000,Silver,Audi,S3,2016,Rathnew,Wicklow,Trade,2024-04-30,€600 (Band D),5,3,Hatchback,2,Used,161D59852
202209099613697,33950,2.0,2000,Petrol,Automatic,106214,White,Audi,S3,2015,Dublin 10,Dublin,Trade,2024-08-01,,5,5,Hatchback,1,Used,152D34381
202208249078597,34950,2.0,2000,Petrol,Automatic,95610,Blue,AUDI,S3,2015,Swords,Dublin,Trade,,,5,4,Saloon,,Used,036428
202205316337988,30900,2.0,2000,Petrol,Automatic,156102,White,Audi,S3,2015,Dublin 15,Dublin,Trade,2023-11-01,,5,3,Hatchback,1,Used,151D55026
202209220001460,29950,2.0,2000,Petrol,Automatic,81999,Black,Audi,S3,2015,Ballymount Avenue,Dublin,Trade,,,5,4,Saloon,,Used,6370
202210120657313,29950,2.0,2000,Petrol,Automatic,127638,Blue,AUDI,S3,2014,Dublin 22,Dublin,Trade,2024-07-01,,5,4,Saloon,2,Used,142D30266
202201211600215,29950,2.0,1984,Petrol,Automatic,77000,Red,Audi,S3,2014,Dublin City,Dublin,Trade,2024-11-01,€600 (Band D),5,5,Hatchback,2,Used,142D22154
202210030356802,19950,2.0,2000,Petrol,Automatic,49000,Black,Audi,S3,2012,Lusk,Dublin,Trade,2024-01-01,,5,5,Hatchback,,Used,12D6373
202208299237800,60995,3.0,3000,Petrol,Automatic,49829,White,Audi,S4,2018,Liffey Valley,Dublin,Trade,2024-08-01,,,5,Estate,2,Used,182D24569
202210030356877,32950,3.0,3000,Petrol,Automatic,119000,White,Audi,S4,2012,Lusk,Dublin,Trade,2024-04-01,,5,5,Saloon,,Used,12D6786
202202032116832,18950,4.2,4200,Petrol,Automatic,134999,Black,AUDI,S4,2006,Naas Road,Dublin,Trade,2023-02-01,,5,5,Estate,,Used,06S4
202210060485409,65900,3.0,2995,Petrol,Automatic,3200,Blue,Audi,S5,2018,Rathgar,Dublin,Trade,2022-01-31,€600 (Band D),4,2,Coupe,1,Used,181D118
202207218012365,59950,3.0,3000,Petrol,Automatic,93037,Grey,Audi,S5,2018,Dublin 12,Dublin,Trade,2024-01-01,,4,4,Hatchback,1,Used,181D762
202208319310062,58995,3.0,2995,Petrol,Automatic,122000,Blue,Audi,S5,2018,Dublin 16,Dublin,Trade,2024-04-30,€600 (Band D),4,5,Hatchback,2,Used,181D36894
202210100598419,59999,3.0,3000,Petrol,Automatic,64000,Black,Audi,S5,2017,Dublin 18,Dublin,Trade,2023-07-01,,4,2,Coupe,1,Used,172D25820
202204054318763,55950,3.0,3000,Petrol,Automatic,56116,White,Audi,S5,2017,Naas,Kildare,Trade,2021-09-01,,4,5,Hatchback,1,Used,172LS654
202210140720212,54950,3.0,3000,Petrol,Automatic,85999,Blue,Audi,S5,2017,Dublin,Dublin,Trade,2023-08-01,,5,5,Hatchback,,Used,172D27976
202210120659448,51500,3.0,3000,Petrol,Automatic,70000,Black,Audi,S5,2017,Dublin 11,Dublin,Trade,2023-07-01,,4,,Hatchback,1,Used,172D25773
202209219964366,29950,3.0,3000,Petrol,Automatic,114000,White,Audi,S5,2013,Ballymount Avenue,Dublin,Trade,,,5,5,Saloon,,Used,6380
202210030356841,29950,3.0,3000,Petrol,Automatic,101999,White,Audi,S5,2012,Lusk,Dublin,Trade,2024-03-01,,4,5,Saloon,,Used,12D6596
202210180842327,14950,4.2,4200,Petrol,Manual,180242,Black,Audi,S5,2008,Stillorgan,Dublin,Trade,2023-10-01,,4,2,Coupe,1,Used,08WW4350
202208178862441,68995,4.0,3993,Petrol,Automatic,77900,Grey,Audi,S6,2018,Dublin 16,Dublin,Trade,2024-03-31,"€1,250 (Band F)",5,4,Saloon,1,Used,181D51179
202207177866156,54900,4.0,4000,Petrol,Automatic,56326,Grey,Audi,S7,2016,Dublin 15,Dublin,Trade,2022-11-01,,4,5,Hatchback,2,Used,161WW3636
202203263978180,79950,4.0,3993,Petrol,Automatic,69000,Black,Audi,S8,2016,Dublin 24,Dublin,Trade,2022-01-01,"€2,400 (Band G)",5,4,Saloon,2,Used,162D27370
202206036436945,49995,4.0,4000,Petrol,Automatic,88512,Black,Audi,S8,2013,Dublin 13,Dublin,Trade,2023-06-01,,5,4,Saloon,3,Used,131D11105
202203033153037,15995,4.2,4172,Petrol,Automatic,201163,Silver,Audi,S8,2002,Dublin 4,Dublin,Trade,2020-12-31,"€1,809 (3,001 or more)",5,4,Saloon,2,Used,02D121045
202205195879001,103950,3.0,3000,Diesel,Automatic,5545,White,Audi,SQ5,2022,Waterford,Waterford,Trade,,,,5,SUV,1,Used,222D4746
202208178873151,102975,3.0,3000,Diesel,Automatic,11830,Grey,Audi,SQ5,2022,Wexford Town,Wexford,Trade,2026-02-01,,,5,SUV,1,Used,221D12586
202108055890977,60000,3.0,3000,Petrol,Automatic,71500,Grey,Audi,SQ5,2019,Dublin 11,Dublin,Trade,2023-06-01,,5,4,SUV,1,Used,191D44121
202202032096457,54950,3.0,3000,Petrol,Automatic,44600,Blue,Audi,SQ5,2018,Dublin 18,Dublin,Trade,2022-08-01,,5,5,MPV,1,Used,182D25105
202202242915320,46950,3.0,3000,Diesel,Automatic,111280,Blue,AUDI,SQ5,2017,Long Mile Road,Dublin,Trade,2023-01-01,,5,4,SUV,3,Used,171D14165
202107235376249,31950,3.0,3000,Diesel,Automatic,152000,Silver,Audi,SQ5,2015,Dublin 12,Dublin,Trade,2023-02-01,,5,5,SUV,1,Used,151D40434
202202162607177,35995,3.0,3000,Diesel,Automatic,141618,Black,Audi,SQ5,2014,Clondalkin,Dublin,Trade,2024-02-01,,5,4,Estate,2,Used,141D14936
202209179865685,32995,3.0,2967,Diesel,Automatic,187997,Black,Audi,SQ5,2014,Ranelagh,Dublin,Trade,2024-02-29,€790 (Band E),5,5,SUV,5,Used,141D9386
202203163608430,29995,3.0,3000,Diesel,Automatic,196335,Grey,Audi,SQ5,2013,Clondalkin,Dublin,Trade,2024-01-01,,5,5,Estate,1,Used,132D16924
202206166854378,135000,4.0,4000,Diesel,Automatic,14162,Red,Audi,SQ7,2020,Carlow,Carlow,Trade,,,7,5,Estate,1,Used,202D22539
202210030346323,89995,4.0,4000,Diesel,Automatic,111553,Grey,Audi,SQ7,2018,Clondalkin,Dublin,Trade,2024-07-01,,7,4,SUV,1,Used,182D13138
202210100598418,79999,4.0,4000,Diesel,Automatic,102000,Blue,Audi,SQ7,2017,Dublin 18,Dublin,Trade,2021-09-01,,5,5,SUV,1,Used,172DL1851
202210140741902,79950,4.0,4000,Diesel,Automatic,100616,Grey,Audi,SQ7,2017,Dublin 18,Dublin,Trade,2023-03-01,,5,4,SUV,1,Used,171D35208
202204124574471,67950,4.0,3956,Diesel,Automatic,211527,Grey,Audi,SQ7,2017,Dublin 8,Dublin,Trade,2023-02-28,"€1,250 (Band F)",5,5,SUV,2,Used,171D2216
202209219965573,61950,2.0,2000,Petrol,Automatic,3800,Blue,Audi,TT,2022,Naas,Kildare,Trade,2026-07-01,,,2,Coupe,1,Used,222D2566
202207197931337,53975,2.0,2000,Petrol,Automatic,1250,White,Audi,TT,2021,Wexford Town,Wexford,Trade,2025-10-01,,,2,Coupe,2,Used,212D23581
202206176901777,48950,2.0,2000,Petrol,Automatic,24165,Grey,Audi,TT,2020,Athlone,Westmeath,Trade,2024-02-01,,4,2,Coupe,2,Used,201D18037
202209029382758,49995,2.0,2000,Petrol,Automatic,17744,Grey,Audi,TT,2019,Dublin 11,Dublin,Trade,2023-08-01,,4,2,Coupe,2,Used,192D17470
202209290248946,49900,2.0,2000,Petrol,Automatic,33700,Grey,Audi,TT,2019,Sandyford,Dublin,Trade,2023-10-01,,4,2,Coupe,1,Used,192D22161
202207147784102,37995,2.0,2000,Diesel,Manual,41000,Blue,Audi,TT,2018,Dublin,Dublin,Trade,2024-04-01,,2,2,Convertible,2,Used,181D38458
202210030346917,36950,2.0,2000,Diesel,Automatic,59500,Red,Audi,TT,2018,Dublin 12,Dublin,Trade,2024-02-01,,4,,Coupe,1,Used,181WW2677
202206156820364,36900,1.8,1800,Petrol,Automatic,25111,Grey,Audi,TT,2018,Limerick,Limerick,Trade,2024-03-01,,2,2,Convertible,2,Used,181D34015
202203153567556,34999,2.0,1968,Diesel,Manual,40178,Grey,Audi,TT,2017,Dublin 8,Dublin,Trade,,€270 (Band B1),2,2,Convertible,1,Used,GP17EOY
202210180834395,32999,1.8,1800,Petrol,Automatic,53000,White,Audi,TT,2017,Dublin 18,Dublin,Trade,2023-02-01,,4,2,Coupe,2,Used,171D18891
202206287241387,28995,2.0,1968,Diesel,Manual,64000,Black,Audi,TT,2016,"Ballycoolin, Dublin 11",Dublin,Trade,2022-10-31,€200 (Band A4),4,3,Coupe,1,Used,162D30221
202209290236149,27950,2.0,2000,Diesel,Manual,90999,Black,Audi,TT,2016,Dublin,Dublin,Trade,2023-02-01,,4,2,Coupe,2,Used,162D32516
202205316337986,25900,2.0,2000,Diesel,Manual,86902,Black,Audi,TT,2016,Dublin 15,Dublin,Trade,2022-09-01,,4,2,Coupe,1,Used,162G3428
202210020322994,29995,2.0,2000,Diesel,Manual,67591,Blue,Audi,TT,2016,Dublin 13,Dublin,Trade,2024-07-01,,2,2,Convertible,,Used,161D34834
202204144649663,29950,2.0,2000,Diesel,Manual,116437,Grey,Audi,TT,2016,Naas,Kildare,Trade,2023-12-01,,4,2,Coupe,3,Used,161D12
202204134610036,29900,2.0,1984,Petrol,Automatic,101900,Grey,Audi,TT,2016,Rathgar,Dublin,Trade,2022-05-31,€400 (Band C),4,3,Coupe,3,Used,161D13349
202208279197621,28995,2.0,2000,Diesel,Manual,106260,Black,Audi,TT,2016,Bishopstown,Cork,Trade,2022-09-01,,4,,Coupe,1,Used,161D60613
202210100598239,27890,2.0,2000,Diesel,Automatic,101312,White,Audi,TT,2016,Cork,Cork,Trade,2023-06-01,,4,,Coupe,1,Used,161C20408
202208088591782,27500,2.0,2000,Diesel,Manual,96251,Black,Audi,TT,2016,Tralee,Kerry,Trade,2024-03-01,,4,2,Coupe,1,Used,161KY3197
202207187894086,24500,2.0,1968,Diesel,Manual,124000,White,Audi,TT,2016,Enniscorthy,Wexford,Trade,2022-07-31,€200 (Band A4),4,3,Coupe,1,Used,161WX4344
202206287255580,31995,2.0,2000,Diesel,Manual,54716,Red,Audi,TT,2015,Dublin,Dublin,Trade,2021-10-01,,2,3,Convertible,2,Used,152D26089
202203284022005,29900,2.0,2000,Petrol,Automatic,60000,Grey,Audi,TT,2015,,Wicklow,Private,2023-11-02,€400 (Band C),4,3,Coupe,1,Used,152WW195
202204234953093,25000,2.0,2000,Diesel,Manual,110000,Red,Audi,TT,2015,Drogheda,Louth,Trade,2022-06-01,,4,3,Coupe,2,Used,152D31114
202208299231540,19000,2.0,2000,Diesel,Manual,133251,Black,Audi,TT,2015,,Wexford,Private,2023-10-31,€190 (Band A3),4,3,Coupe,2,Used,152WX4
202210090552561,999999,2.0,2000,Petrol,Automatic,0,Grey,Audi,TT,2015,"Goatstown, Dublin 14",Dublin,Trade,2021-06-01,,4,2,Coupe,3,Used,151RN488
202205095511174,25950,2.0,2000,Diesel,Manual,99999,Black,AUDI,TT,2015,Dublin 15,Dublin,Trade,2023-07-01,,4,2,Coupe,2,Used,151KE3221
202209129672309,24995,2.0,2000,Diesel,Manual,82755,Black,Audi,TT,2015,Dublin 22,Dublin,Trade,2023-07-01,,4,,Coupe,2,Used,151D48689
202209089555192,24500,2.0,2000,Diesel,Manual,104200,Red,Audi,TT,2015,,Dublin,Private,2023-08-26,€190 (Band A3),4,3,Coupe,1,Used,151D54762
202203113436569,19000,2.0,2000,Diesel,Manual,180000,Silver,Audi,TT,2015,,Wexford,Private,2024-02-01,€200 (Band A4),4,3,Coupe,2,Used,151D52197
202207047454778,21995,2.0,2000,Diesel,Manual,126166,White,AUDI,TT,2014,Dublin,Dublin,Trade,2024-08-01,,4,2,Coupe,3,Used,141D24092
202210030373374,18995,2.0,2000,Diesel,Manual,111220,Grey,Audi,TT,2013,Fermoy,Cork,Trade,2023-12-01,,4,2,Coupe,5,Used,132D7761
202210150756925,22950,2.0,1984,Petrol,Automatic,111142,Red,Audi,TT,2013,Dunshaughlin,Meath,Trade,2024-07-31,€790 (Band E),4,3,Coupe,2,Used,131WW2188
202202102388626,11900,1.8,1798,Petrol,Manual,125525,Black,Audi,TT,2010,Dublin 12,Dublin,Trade,2022-04-30,€600 (Band D),4,3,Coupe,3,Used,10D11208
202209270171597,9795,2.0,1968,Diesel,Manual,180000,White,Audi,TT,2008,Dunboyne,Meath,Trade,2023-01-31,€280 (Band B2),4,3,Coupe,3,Used,08D50005
202202212784875,9950,3.2,3189,Petrol,Automatic,129243,Black,Audi,TT,2007,Dublin 11,Dublin,Trade,2023-01-31,"€1,809 (3,001 or more)",4,3,Coupe,6,Used,07DL1627
202209270165866,7999,2.0,2000,Petrol,Manual,166632,Grey,Audi,TT,2007,Dun Laoghaire,Dublin,Trade,2022-03-01,,4,2,Coupe,2,Used,07C12978
202210130710197,5999,2.0,1984,Petrol,Manual,182000,Grey,Audi,TT,2007,Clonee,Dublin,Trade,2022-12-31,"€710 (1,901 - 2,000cc)",4,3,Coupe,3,Used,07D76596
202210120649000,5950,2.0,2000,Petrol,Manual,106495,Red,Audi,TT,2007,Monkstown Farm,Dublin,Trade,2023-03-01,,4,2,Coupe,4,Used,07D35437
202206116704515,38950,2.0,2000,Petrol,Automatic,83000,Black,Audi,TTS,2017,,Galway,Private,2023-05-29,€600 (Band D),4,3,Coupe,3,Used,171G6279
202209209937913,35995,2.0,2000,Petrol,Automatic,88130,Yellow,Audi,TTS,2016,Dublin 11,Dublin,Trade,2024-01-01,,,2,Coupe,1,Used,162D34137
202101198136893,12900,1.0,1000,Petrol,Manual,186679,Blue,Austin,Mini,1969,Stillorgan,Dublin,Trade,,,,2,Hatchback,,Used,JNH333F
202109307965517,40000,6.8,6800,Petrol,Automatic,164327,Red,Bentley,Arnage,2002,,Cavan,Private,2020-01-03,"€1,809 (3,001 or more)",,4,Saloon,1,Used,02D2719
202207067510895,239950,3.0,2995,Petrol Hybrid,Automatic,15733,Black,Bentley,Bentayga,2021,Dublin 24,Dublin,Trade,2025-09-30,€160 (Band A3),5,5,Estate,1,Used,212D22855
202109127275670,219950,3.0,3000,Petrol Plug-in Hybrid,Automatic,3500,Black,Bentley,Bentayga,2021,Dublin 24,Dublin,Trade,2025-08-31,€160 (Band A3),5,5,Estate,,Used,212D19422
202206066510826,169950,6.0,5950,Petrol,Automatic,39428,Grey,Bentley,Bentayga,2016,Rathnew,Wicklow,Trade,,€333 (Light Commercial),5,5,SUV,2,Used,161D48095
202210070495093,215995,4.0,4000,Petrol,Automatic,18000,Blue,Bentley,Continental,2018,,Dublin,Private,2022-01-02,"€2,400 (Band G)",,2,Coupe,2,Used,181D54097
202201081144673,134950,4.0,3993,Petrol,Automatic,0,Red,Bentley,Continental,2016,Bluebell,Dublin,Trade,2022-07-31,"€2,400 (Band G)",5,2,Coupe,2,Used,161D48088
202210020322993,79995,4.0,4000,Petrol,Automatic,64372,Black,Bentley,Continental,2012,Dublin 13,Dublin,Trade,2024-05-01,,4,2,Coupe,,Used,12D46659
202206237092766,64995,6.0,6000,Petrol,Automatic,111042,Blue,Bentley,Continental,2010,Dublin 13,Dublin,Trade,2023-07-01,,4,2,Coupe,2,Used,10D120252
202207167855974,55950,6.0,5998,Petrol,Automatic,89000,Black,Bentley,Continental,2008,Rathnew,Wicklow,Trade,2022-02-28,"€1,809 (3,001 or more)",4,2,Coupe,3,Used,08D11405
202202172682832,59900,6.0,5998,Petrol,Automatic,99000,Silver,Bentley,Continental,2007,Dublin 22,Dublin,Trade,2023-01-31,"€1,809 (3,001 or more)",4,2,Convertible,2,Used,07D6800
202207077568969,44950,6.0,6000,Petrol,Automatic,61000,Blue,Bentley,Continental,2006,Collooney,Sligo,Trade,2023-10-31,,4,2,Coupe,3,Used,06D45000
201909212473435,41945,6.0,6000,Petrol,Automatic,133773,Black,Bentley,Continental,2006,Ashbourne,Meath,Trade,2022-10-01,,,2,Coupe,3,Used,06D80197
201808079212510,37000,6.0,6000,Petrol,Automatic,128768,Black,Bentley,Continental,2006,Dublin 12,Dublin,Trade,2023-03-01,,4,2,Coupe,3,Used,06D30696
202108035803090,29950,6.0,6000,Petrol,Automatic,136388,Silver,Bentley,Continental,2006,Limerick,Limerick,Trade,,,,2,Coupe,7,Used,SF06CXR
201807288890692,47750,6.0,5998,Petrol,Automatic,53107,Black,BENTLEY,CONTINENTAL,2005,Wicklow,Wicklow,Trade,2017-09-30,,,4,Saloon,,Used,05KE10147
202210170805287,15000,6.8,6800,Petrol,Automatic,193116,Blue,Bentley,T Series,1978,,Dublin,Private,,€56 (Vintage & Veteran),4,4,Saloon,4,Used,ZV8863
202210060458648,19999,6.8,6800,Petrol,Automatic,86902,Green,Bentley,Turbo R,1992,,Dublin,Private,2023-04-01,€56 (Vintage & Veteran),5,4,Saloon,4,Used,J615TPL
202209029380735,21995,6.7,6700,Petrol,Automatic,107823,Silver,Bentley,Turbo R,1990,Dublin 4,Dublin,Trade,,€56 (Vintage & Veteran),4,4,Saloon,3,Used,90DBEN
202210050435249,39975,2.0,2000,Diesel,Manual,0,,BMW,1 Series,2023,Waterford City,Waterford,Trade,,,,,Hatchback,,Used,
202207228037034,65995,2.0,2000,Petrol,Automatic,22,Red,BMW,1 Series,2022,Galway City,Galway,Trade,,,,,Hatchback,,Used,222D123(4934)
202210200914120,65900,2.0,2000,Petrol,Automatic,0,Yellow,BMW,1 Series,2022,Little Island,Cork,Trade,,,,,Hatchback,,Used,222C0000
202204194799654,60315,2.0,2000,Petrol,Automatic,28,Black,BMW,1 Series,2022,Athlone,Westmeath,Trade,,,,4,Hatchback,,Used,222D221(5V03336)
